1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Assets,Date,Ticker, Price ,Number of stocks, Bought , Bought Amount ,Total number bought,Total Amount bought,Sold,Sold Amount,Total Sold number of stocks,Total sold amount,Average sell price, Average buy price , Realized Profit , Current Amount 
COMTECH TELECOMMUNICATIONS CORP. (XNAS:CMTL),20-Dec-24,CMTL, $3.94 ,400.00, 400.00 ," 1,576.00 ",900,2867,0.00, $-   ,800.00," $1,676.00 ", $2.10 , $3.19 , $(872.44), 100.00 
"SPIRE GLOBAL, INC. (XNYS:SPIR)",20-Dec-24,SPIR, $14.87 ,36.00, 36.00 , 535.32 ,173,2251.35,0.00, $-   ,173.00," $2,095.02 ", $12.11 , $13.01 , $(156.33), -   
"CHEWY, INC. (XNYS:CHWY)",20-Dec-24,CHWY, $34.19 ,15.00, 15.00 , 512.85 ,30,1013.55,0.00, $-   ,30.00," $1,104.30 ", $36.81 , $33.79 , $90.75 , -   
"PROGYNY, INC. (XNAS:PGNY)",6-Jan-25,PGNY, $17.99 ,10.00, 10.00 , 179.90 ,42,673.02,0.00, $-   ,42.00, $958.44 , $22.82 , $16.02 , $285.42 , -   
"ASTERA LABS, INC (XNAS:ALAB)",26-Dec-24,ALAB, $146.01 ,2.00, 2.00 , 292.02 ,3,389.51,0.00, $-   ,3.00, $359.04 , $119.68 , $129.84 , $(30.47), -   
"CHART INDUSTRIES, INC. (XNYS:GTLS)",26-Dec-24,GTLS, $196.03 ,1.00, 1.00 , 196.03 ,7,1345.45,0.00, $-   ,7.00," $1,011.92 ", $144.56 , $192.21 , $(333.53), -   
LIBERTY ENERGY INC. (XNYS:LBRT),26-Dec-24,LBRT, $18.83 ,9.00, 9.00 , 169.47 ,130,2190.91,0.00, $-   ,60.00, $982.86 , $16.38 , $16.85 , $(28.33), 70.00 
CVS HEALTH CORPORATION (XNYS:CVS),26-Dec-24,CVS, $45.02 ,10.00, 10.00 , 450.20 ,104,6111.46,0.00, $-   ,104.00," $6,244.59 ", $60.04 , $58.76 , $133.13 , -   
PBF ENERGY INC. (XNYS:PBF),26-Dec-24,PBF, $25.78 ,20.00, 20.00 , 515.60 ,55,2249.35,0.00, $-   ,15.00, $543.15 , $36.21 , $40.90 , $(70.31), 40.00 
FINANCE OF AMERICA COMPANIES INC. (XNYS:FOA),26-Dec-24,FOA, $28.62 ,20.00, 20.00 , 572.40 ,203,4881.38,0.00, $-   ,203.00," $4,534.54 ", $22.34 , $24.05 , $(346.84), -   
ASP ISOTOPES INC. (XNAS:ASPI),26-Dec-24,ASPI, $4.59 ,-80.00, -   , -   ,1599,6817.87,-80.00, $(367.20),1499.00," $8,055.17 ", $5.37 , $4.26 ," $1,663.68 ", 100.00 
"BLOCK, INC. (XNYS:XYZ)",26-Dec-24,XYZ, $86.02 ,1.00, 1.00 , 86.02 ,35,2551.44,0.00, $-   ,35.00," $2,639.07 ", $75.40 , $72.90 , $87.63 , -   
"NEXALIN TECHNOLOGY, INC. (XNAS:NXL)",26-Dec-24,NXL, $2.65 ,120.00, 120.00 , 318.00 ,120,318,0.00, $-   ,120.00, $108.54 , $0.90 , $2.65 , $(209.46), -   
Portillos Inc (XNAS:PTLO),2-Jan-25,PTLO, $9.57 ,200.00, 200.00 ," 1,914.00 ",200,1914,0.00, $-   ,200.00," $2,685.50 ", $13.43 , $9.57 , $771.50 , -   
"ARCUTIS BIOTHERAPEUTICS, INC. (XNAS:ARQT)",2-Jan-25,ARQT, $14.98 ,70.00, 70.00 ," 1,048.60 ",70,1048.6,0.00, $-   ,70.00, $985.95 , $14.09 , $14.98 , $(62.65), -   
PROPETRO HOLDING CORP. (XNYS:PUMP),2-Jan-25,PUMP, $9.83 ,50.00, 50.00 , 491.50 ,425,2988.75,0.00, $-   ,100.00, $831.00 , $8.31 , $7.03 , $127.76 , 325.00 
LIBERTY ENERGY INC. (XNYS:LBRT),2-Jan-25,LBRT, $21.11 ,20.00, 20.00 , 422.20 ,130,2190.91,0.00, $-   ,60.00, $982.86 , $16.38 , $16.85 , $(28.33), 70.00 
"SPIRE GLOBAL, INC. (XNYS:SPIR)",2-Jan-25,SPIR, $14.53 ,40.00, 40.00 , 581.20 ,173,2251.35,0.00, $-   ,173.00," $2,095.02 ", $12.11 , $13.01 , $(156.33), -   
"CHEWY, INC. (XNYS:CHWY)",2-Jan-25,CHWY, $33.38 ,15.00, 15.00 , 500.70 ,30,1013.55,0.00, $-   ,30.00," $1,104.30 ", $36.81 , $33.79 , $90.75 , -   
"MICRON TECHNOLOGY, INC. (XNAS:MU)",2-Jan-25,MU, $86.72 ,5.00, 5.00 , 433.60 ,58,6547.34,0.00, $-   ,54.00," $5,553.83 ", $102.85 , $112.89 , $(541.97), 4.00 
"CHART INDUSTRIES, INC. (XNYS:GTLS)",2-Jan-25,GTLS, $191.57 ,6.00, 6.00 ," 1,149.42 ",7,1345.45,0.00, $-   ,7.00," $1,011.92 ", $144.56 , $192.21 , $(333.53), -   
"BLOCK, INC. (XNYS:XYZ)",2-Jan-25,XYZ, $90.32 ,10.00, 10.00 , 903.20 ,35,2551.44,0.00, $-   ,35.00," $2,639.07 ", $75.40 , $72.90 , $87.63 , -   
Unity Software Inc (XNYS:U),2-Jan-25,U, $24.46 ,20.00, 20.00 , 489.20 ,36,1027.28,0.00, $-   ,36.00," $1,089.88 ", $30.27 , $28.54 , $62.60 , -   
QUALCOMM INCORPORATED (XNAS:QCOM),2-Jan-25,QCOM, $158.23 ,7.00, 7.00 ," 1,107.61 ",58,9670.27,0.00, $-   ,57.00," $8,530.10 ", $149.65 , $166.73 , $(973.44), 1.00 
"SOUNDHOUND AI, INC. (XNAS:SOUN)",2-Jan-25,SOUN, $21.55 ,-20.00, -   , -   ,20,102.2,-20.00, $(431.00),20.00, $431.00 , $21.55 , $5.11 , $328.80 , -   
"AMAZON.COM, INC. (XNAS:AMZN)",2-Jan-25,AMZN, $224.29 ,2.00, 2.00 , 448.58 ,14,2779.23,0.00, $-   ,9.00," $1,854.81 ", $206.09 , $198.52 , $68.16 , 5.00 
"SOLARIS ENERGY INFRASTRUCTURE, INC. (XNYS:SEI)",8-Jan-25,SEI, $28.67 ,10.00, 10.00 , 286.70 ,57,1470.52,0.00, $-   ,50.00," $1,133.05 ", $22.66 , $25.80 , $(156.88), 7.00 
ANTERO RESOURCES CORPORATION (XNYS:AR),8-Jan-25,AR, $37.59 ,-40.00, -   , -   ,210,6833.5,-40.00," $(1,503.60)",180.00," $6,156.15 ", $34.20 , $32.54 , $298.86 , 30.00 
"FIRST SOLAR, INC. (XNAS:FSLR)",8-Jan-25,FSLR, $192.54 ,3.00, 3.00 , 577.62 ,18,3079.49,0.00, $-   ,18.00," $4,016.43 ", $223.14 , $171.08 , $936.94 , -   
"ENPHASE ENERGY, INC. (XNAS:ENPH)",8-Jan-25,ENPH, $70.56 ,7.00, 7.00 , 493.92 ,7,493.92,0.00, $-   ,7.00, $439.60 , $62.80 , $70.56 , $(54.32), -   
Nextpower Inc. (XNAS:NXT),8-Jan-25,NXT, $42.26 ,12.00, 12.00 , 507.12 ,27,1372.77,0.00, $-   ,27.00, $965.46 , $35.76 , $50.84 , $(407.31), -   
"CISCO SYSTEMS, INC. (XNAS:CSCO)",13-Jan-25,CSCO, $58.61 ,-10.00, -   , -   ,23,1173.48,-10.00, $(586.10),23.00," $1,405.67 ", $61.12 , $51.02 , $232.19 , -   
"ALIGN TECHNOLOGY, INC. (XNAS:ALGN)",13-Jan-25,ALGN, $208.21 ,-2.00, -   , -   ,2,461.64,-2.00, $(416.42),2.00, $416.42 , $208.21 , $230.82 , $(45.22), -   
"RxSight, Inc. (XNAS:RXST)",13-Jan-25,RXST, $28.49 ,10.00, 10.00 , 284.90 ,10,284.9,0.00, $-   ,10.00, $308.60 , $30.86 , $28.49 , $23.70 , -   
"IRHYTHM HOLDINGS, INC. (XNAS:IRTC)",13-Jan-25,IRTC, $87.99 ,4.00, 4.00 , 351.96 ,22,1721.73,0.00, $-   ,22.00," $1,870.17 ", $85.01 , $78.26 , $148.44 , -   
CVS HEALTH CORPORATION (XNYS:CVS),13-Jan-25,CVS, $49.71 ,-16.00, -   , -   ,104,6111.46,-16.00, $(795.36),104.00," $6,244.59 ", $60.04 , $58.76 , $133.13 , -   
"OSCAR HEALTH, INC. (XNYS:OSCR)",13-Jan-25,OSCR, $14.30 ,20.00, 20.00 , 286.00 ,195,3156.6,0.00, $-   ,195.00," $2,927.40 ", $15.01 , $16.19 , $(229.20), -   
"CHARLES RIVER LABORATORIES INTERNATIONAL, INC. (XNYS:CRL)",13-Jan-25,CRL, $187.48 ,-5.00, -   , -   ,12,1667.04,-5.00, $(937.40),12.00," $1,917.08 ", $159.76 , $138.92 , $250.04 , -   
"NEURONETICS, INC. (XNAS:STIM)",13-Jan-25,STIM, $2.20 ,-1000.00, -   , -   ,7036.45,19162.26,-1000.00," $(2,200.00)",5936.45," $17,631.99 ", $2.97 , $2.72 ," $1,465.34 "," 1,100.00 "
908 DEVICES INC. (XNAS:MASS),13-Jan-25,MASS, $2.16 ,240.00, 240.00 , 518.40 ,240,518.4,0.00, $-   ,240.00, $703.20 , $2.93 , $2.16 , $184.80 , -   
WAVE Life Sciences Ltd. (XNAS:WVE),13-Jan-25,WVE, $11.00 ,40.00, 40.00 , 440.00 ,40,440,0.00, $-   ,40.00, $496.00 , $12.40 , $11.00 , $56.00 , -   
"GOODRX HOLDINGS, INC. (XNAS:GDRX)",13-Jan-25,GDRX, $4.29 ,120.00, 120.00 , 514.80 ,420,1907.8,0.00, $-   ,420.00," $1,792.20 ", $4.27 , $4.54 , $(115.60), -   
QUIDELORTHO CORPORATION (XNAS:QDEL),13-Jan-25,QDEL, $44.11 ,10.00, 10.00 , 441.10 ,26,1148.52,0.00, $-   ,26.00," $1,034.74 ", $39.80 , $44.17 , $(113.78), -   
"NEUROPACE, INC. (XNAS:NPCE)",13-Jan-25,NPCE, $12.60 ,25.00, 25.00 , 315.00 ,115,1524.3,0.00, $-   ,115.00," $1,473.35 ", $12.81 , $13.25 , $(50.95), -   
"PERSONALIS, INC. (XNAS:PSNL)",13-Jan-25,PSNL, $5.51 ,90.00, 90.00 , 495.90 ,90,495.9,0.00, $-   ,90.00, $374.40 , $4.16 , $5.51 , $(121.50), -   
"ARQ, INC. (XNAS:ARQ)",13-Jan-25,ARQ, $6.21 ,-50.00, -   , -   ,60,364.8,-50.00, $(310.50),50.00, $310.50 , $6.21 , $6.08 , $6.50 , 10.00 
KINETIK HOLDINGS INC. (XNYS:KNTK),13-Jan-25,KNTK, $60.74 ,-20.00, -   , -   ,70,2985.9,-20.00," $(1,214.80)",70.00," $4,037.00 ", $57.67 , $42.66 ," $1,051.10 ", -   
"ORCHESTRA BIOMED HOLDINGS, INC. (XNAS:OBIO)",13-Jan-25,OBIO, $5.54 ,100.00, 100.00 , 554.00 ,100,554,0.00, $-   ,100.00, $349.00 , $3.49 , $5.54 , $(205.00), -   
ENERGY SERVICES OF AMERICA CORPORATION (XNAS:ESOA),13-Jan-25,ESOA, $11.48 ,70.00, 70.00 , 803.60 ,1832,18152.78,0.00, $-   ,1468.00," $13,745.00 ", $9.36 , $9.91 , $(801.00), 364.00 
"AMERICAN PUBLIC EDUCATION, INC. (XNAS:APEI)",13-Jan-25,APEI, $19.44 ,-55.00, -   , -   ,55,895,-55.00," $(1,069.20)",55.00," $1,069.20 ", $19.44 , $16.27 , $174.20 , -   
"SOLARIS ENERGY INFRASTRUCTURE, INC. (XNYS:SEI)",13-Jan-25,SEI, $29.00 ,10.00, 10.00 , 290.00 ,57,1470.52,0.00, $-   ,50.00," $1,133.05 ", $22.66 , $25.80 , $(156.88), 7.00 
ON SEMICONDUCTOR CORPORATION (XNAS:ON),13-Jan-25,ON, $55.31 ,30.00, 30.00 ," 1,659.30 ",318,18643.53,0.00, $-   ,283.00," $15,700.74 ", $55.48 , $58.63 , $(890.83), 35.00 
Vertiv Holdings Co (XNYS:VRT),13-Jan-25,VRT, $122.55 ,2.00, 2.00 , 245.10 ,24,2071.36,0.00, $-   ,24.00," $2,694.05 ", $112.25 , $86.31 , $622.69 , -   
NAVITAS SEMICONDUCTOR CORPORATION (XNAS:NVTS),13-Jan-25,NVTS, $2.95 ,350.00, 350.00 ," 1,032.50 ",453,1878.11,0.00, $-   ,410.00," $1,286.20 ", $3.14 , $4.15 , $(413.63), 43.00 
"CHEWY, INC. (XNYS:CHWY)",13-Jan-25,CHWY, $36.81 ,-30.00, -   , -   ,30,1013.55,-30.00," $(1,104.30)",30.00," $1,104.30 ", $36.81 , $33.79 , $90.75 , -   
"SPIRE GLOBAL, INC. (XNYS:SPIR)",13-Jan-25,SPIR, $12.82 ,-76.00, -   , -   ,173,2251.35,-76.00, $(974.32),173.00," $2,095.02 ", $12.11 , $13.01 , $(156.33), -   
NXP Semiconductors NV (XNAS:NXPI),13-Jan-25,NXPI, $203.67 ,5.00, 5.00 ," 1,018.35 ",5,1018.35,0.00, $-   ,5.00," $1,071.85 ", $214.37 , $203.67 , $53.50 , -   
HUT 8 CORP. (XNAS:HUT),13-Jan-25,HUT, $22.07 ,-150.00, -   , -   ,461,12551.63,-150.00," $(3,310.50)",350.00," $6,704.50 ", $19.16 , $27.23 ," $(2,824.94)", 111.00 
MICROCHIP TECHNOLOGY INCORPORATED (XNAS:MCHP),13-Jan-25,MCHP, $55.49 ,19.00, 19.00 ," 1,054.31 ",19,1054.31,0.00, $-   ,19.00," $1,061.46 ", $55.87 , $55.49 , $7.15 , -   
"NEURONETICS, INC. (XNAS:STIM)",13-Jan-25,STIM, $2.04 ,500.00, 500.00 ," 1,020.00 ",7036.45,19162.26,0.00, $-   ,5936.45," $17,631.99 ", $2.97 , $2.72 ," $1,465.34 "," 1,100.00 "
"ALPHATEC HOLDINGS, INC. (XNAS:ATEC)",13-Jan-25,ATEC, $11.00 ,30.00, 30.00 , 330.00 ,108,893.16,0.00, $-   ,108.00, $737.76 , $6.83 , $8.27 , $(155.40), -   
"MARVELL TECHNOLOGY, INC. (XNAS:MRVL)",14-Jan-25,MRVL, $115.62 ,-20.00, -   , -   ,97,7524.18,-20.00," $(2,312.40)",56.00," $4,769.87 ", $85.18 , $77.57 , $426.01 , 41.00 
QUANTERIX CORPORATION (XNAS:QTRX),14-Jan-25,QTRX, $9.18 ,120.00, 120.00 ," 1,101.60 ",1492,10313.25,0.00, $-   ,1492.00," $8,408.35 ", $5.64 , $6.91 ," $(1,904.90)", -   
AMERICAN SUPERCONDUCTOR CORPORATION (XNAS:AMSC),15-Jan-25,AMSC, $27.89 ,251.00, 251.00 ," 7,000.39 ",595.4,17321.35,0.00, $-   ,535.00," $14,777.29 ", $27.62 , $29.09 , $(786.91), 60.40 
"ARS PHARMACEUTICALS, INC. (XNAS:SPRY)",15-Jan-25,SPRY, $11.50 ,-40.00, -   , -   ,40,459.2,-40.00, $(460.00),40.00, $460.00 , $11.50 , $11.48 , $0.80 , -   
APPLE INC. (XNAS:AAPL),22-Jan-25,AAPL, $232.26 ,4.00, 4.00 , 929.04 ,4,929.04,0.00, $-   ,4.00, $936.28 , $234.07 , $232.26 , $7.24 , -   
908 DEVICES INC. (XNAS:MASS),22-Jan-25,MASS, $2.93 ,-240.00, -   , -   ,240,518.4,-240.00, $(703.20),240.00, $703.20 , $2.93 , $2.16 , $184.80 , -   
"IRHYTHM HOLDINGS, INC. (XNAS:IRTC)",22-Jan-25,IRTC, $107.79 ,-6.00, -   , -   ,22,1721.73,-6.00, $(646.74),22.00," $1,870.17 ", $85.01 , $78.26 , $148.44 , -   
"CVRX, INC. (XNAS:CVRX)",22-Jan-25,CVRX, $17.57 ,-35.00, -   , -   ,560,5451,-35.00, $(614.95),560.00," $4,910.55 ", $8.77 , $9.73 , $(540.45), -   
REALTY INCOME CORPORATION (XNYS:O),22-Jan-25,O, $54.66 ,-14.00, -   , -   ,15,778.95,-14.00, $(765.24),15.00, $821.21 , $54.75 , $51.93 , $42.26 , -   
QUIDELORTHO CORPORATION (XNAS:QDEL),22-Jan-25,QDEL, $43.85 ,10.00, 10.00 , 438.50 ,26,1148.52,0.00, $-   ,26.00," $1,034.74 ", $39.80 , $44.17 , $(113.78), -   
QUANTERIX CORPORATION (XNAS:QTRX),22-Jan-25,QTRX, $9.65 ,60.00, 60.00 , 579.00 ,1492,10313.25,0.00, $-   ,1492.00," $8,408.35 ", $5.64 , $6.91 ," $(1,904.90)", -   
"NEUROPACE, INC. (XNAS:NPCE)",22-Jan-25,NPCE, $14.00 ,25.00, 25.00 , 350.00 ,115,1524.3,0.00, $-   ,115.00," $1,473.35 ", $12.81 , $13.25 , $(50.95), -   
ON SEMICONDUCTOR CORPORATION (XNAS:ON),22-Jan-25,ON, $56.11 ,20.00, 20.00 ," 1,122.20 ",318,18643.53,0.00, $-   ,283.00," $15,700.74 ", $55.48 , $58.63 , $(890.83), 35.00 
"ROBINHOOD MARKETS, INC. (XNAS:HOOD)",22-Jan-25,HOOD, $50.75 ,2.00, 2.00 , 101.50 ,105,4056.09,0.00, $-   ,80.00," $2,255.43 ", $28.19 , $38.63 , $(834.92), 25.00 
ON SEMICONDUCTOR CORPORATION (XNAS:ON),22-Jan-25,ON, $56.21 ,7.00, 7.00 , 393.47 ,318,18643.53,0.00, $-   ,283.00," $15,700.74 ", $55.48 , $58.63 , $(890.83), 35.00 
MPLX COM UNT (XNYS:MPLX),23-Jan-25,MPLX, $52.00 ,1.00, 1.00 , 52.00 ,1,52,0.00, $-   ,1.00, $51.97 , $51.97 , $52.00 , $(0.03), -   
ON SEMICONDUCTOR CORPORATION (XNAS:ON),23-Jan-25,ON, $55.80 ,29.00, 29.00 ," 1,618.20 ",318,18643.53,0.00, $-   ,283.00," $15,700.74 ", $55.48 , $58.63 , $(890.83), 35.00 
Franco-Nevada Corporation (XNYS:FNV),13-Jan-25,FNV, $124.38 ,-7.00, -   , -   ,80,10074.1,-7.00, $(870.66),80.00," $9,798.76 ", $122.48 , $125.93 , $(275.34), -   
"CVRX, INC. (XNAS:CVRX)",13-Jan-25,CVRX, $15.48 ,40.00, 40.00 , 619.20 ,560,5451,0.00, $-   ,560.00," $4,910.55 ", $8.77 , $9.73 , $(540.45), -   
"IRHYTHM HOLDINGS, INC. (XNAS:IRTC)",13-Jan-25,IRTC, $94.60 ,2.00, 2.00 , 189.20 ,22,1721.73,0.00, $-   ,22.00," $1,870.17 ", $85.01 , $78.26 , $148.44 , -   
"DOUGLAS DYNAMICS, INC. (XNYS:PLOW)",13-Jan-25,PLOW, $23.07 ,-20.00, -   , -   ,20,563,-20.00, $(461.40),20.00, $461.40 , $23.07 , $28.15 , $(101.60), -   
"IRHYTHM HOLDINGS, INC. (XNAS:IRTC)",13-Jan-25,IRTC, $96.42 ,5.00, 5.00 , 482.10 ,22,1721.73,0.00, $-   ,22.00," $1,870.17 ", $85.01 , $78.26 , $148.44 , -   
Franco-Nevada Corporation (XNYS:FNV),21-Jan-25,FNV, $130.67 ,-8.00, -   , -   ,80,10074.1,-8.00," $(1,045.36)",80.00," $9,798.76 ", $122.48 , $125.93 , $(275.34), -   
"IRHYTHM HOLDINGS, INC. (XNAS:IRTC)",21-Jan-25,IRTC, $28.00 ,-2.00, -   , -   ,22,1721.73,-2.00, $(56.00),22.00," $1,870.17 ", $85.01 , $78.26 , $148.44 , -   
"VIASAT, INC. (XNAS:VSAT)",21-Jan-25,VSAT, $11.98 ,80.00, 80.00 , 958.40 ,80,958.4,0.00, $-   ,80.00, $819.20 , $10.24 , $11.98 , $(139.20), -   
RTX CORPORATION (XNYS:RTX),22-Jan-25,RTX, $123.99 ,-2.00, -   , -   ,4,313,-2.00, $(247.98),4.00, $479.28 , $119.82 , $78.25 , $166.28 , -   
"GRAIL, INC. (XNAS:GRAL)",22-Jan-25,GRAL, $22.34 ,-20.00, -   , -   ,100,1720.3,-20.00, $(446.80),100.00," $2,684.80 ", $26.85 , $17.20 , $964.50 , -   
Nu Holdings Ltd (XNYS:NU),23-Jan-25,NU, $12.19 ,-42.00, -   , -   ,45,540,-42.00, $(511.98),42.00, $511.98 , $12.19 , $12.00 , $7.98 , 3.00 
"ARGAN, INC. (XNYS:AGX)",27-Jan-25,AGX, $140.46 ,-7.00, -   , -   ,18,2470.99,-7.00, $(983.22),18.00," $3,587.98 ", $199.33 , $137.28 ," $1,116.99 ", -   
CONSTELLATION ENERGY CORPORATION. (XNAS:CEG),27-Jan-25,CEG, $281.41 ,1.00, 1.00 , 281.41 ,2,571.1,0.00, $-   ,2.00, $760.58 , $380.29 , $285.55 , $189.48 , -   
AMERICAN SUPERCONDUCTOR CORPORATION (XNAS:AMSC),27-Jan-25,AMSC, $25.15 ,-259.00, -   , -   ,595.4,17321.35,-259.00," $(6,513.85)",535.00," $14,777.29 ", $27.62 , $29.09 , $(786.91), 60.40 
"ADVANCED MICRO DEVICES, INC. (XNAS:AMD)",27-Jan-25,AMD, $115.31 ,8.00, 8.00 , 922.48 ,41,5552.84,0.00, $-   ,23.00," $3,203.42 ", $139.28 , $135.44 , $88.41 , 18.00 
"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC. (XNAS:MTSI)",27-Jan-25,MTSI, $123.77 ,-3.00, -   , -   ,3,412.44,-3.00, $(371.31),3.00, $371.31 , $123.77 , $137.48 , $(41.13), -   
Vertiv Holdings Co (XNYS:VRT),27-Jan-25,VRT, $105.99 ,-17.00, -   , -   ,24,2071.36,-17.00," $(1,801.83)",24.00," $2,694.05 ", $112.25 , $86.31 , $622.69 , -   
WAVE Life Sciences Ltd. (XNAS:WVE),27-Jan-25,WVE, $12.40 ,-40.00, -   , -   ,40,440,-40.00, $(496.00),40.00, $496.00 , $12.40 , $11.00 , $56.00 , -   
"NETGEAR, INC. (XNAS:NTGR)",27-Jan-25,NTGR, $26.05 ,-10.00, -   , -   ,57,1211.07,-10.00, $(260.50),57.00," $1,382.52 ", $24.25 , $21.25 , $171.45 , -   
CORNING INCORPORATED (XNYS:GLW),27-Jan-25,GLW, $49.22 ,-10.00, -   , -   ,20,835.3,-10.00, $(492.20),20.00, $945.10 , $47.26 , $41.77 , $109.80 , -   
"CISCO SYSTEMS, INC. (XNAS:CSCO)",27-Jan-25,CSCO, $59.05 ,-5.00, -   , -   ,23,1173.48,-5.00, $(295.25),23.00," $1,405.67 ", $61.12 , $51.02 , $232.19 , -   
"LIGHTWAVE LOGIC, INC. (XNAS:LWLG)",27-Jan-25,LWLG, $1.87 ,-60.00, -   , -   ,120,500.4,-60.00, $(112.20),120.00, $181.20 , $1.51 , $4.17 , $(319.20), -   
RIBBON COMMUNICATIONS INC. (XNAS:RBBN),27-Jan-25,RBBN, $3.81 ,-60.00, -   , -   ,120,379.2,-60.00, $(228.60),120.00, $459.60 , $3.83 , $3.16 , $80.40 , -   
VIAVI SOLUTIONS INC. (XNAS:VIAV),27-Jan-25,VIAV, $9.84 ,-25.00, -   , -   ,50,423.5,-25.00, $(246.00),50.00, $512.75 , $10.26 , $8.47 , $89.25 , -   
Telefonaktiebolaget LM Ericsson (XNAS:ERIC),27-Jan-25,ERIC, $7.85 ,-30.00, -   , -   ,60,444.6,-30.00, $(235.50),60.00, $492.30 , $8.21 , $7.41 , $47.70 , -   
Coherent Corp. (XNYS:COHR),27-Jan-25,COHR, $79.02 ,-2.00, -   , -   ,5,381.75,-2.00, $(158.04),5.00, $396.57 , $79.31 , $76.35 , $14.82 , -   
AMPHENOL CORPORATION (XNYS:APH),27-Jan-25,APH, $67.99 ,-1.00, -   , -   ,3,188.82,-1.00, $(67.99),3.00, $191.37 , $63.79 , $62.94 , $2.55 , -   
"Clearfield, Inc. (XNAS:CLFD)",27-Jan-25,CLFD, $37.92 ,-5.00, -   , -   ,5,182.6,-5.00, $(189.60),5.00, $189.60 , $37.92 , $36.52 , $7.00 , -   
"AVANTOR, INC. (XNYS:AVTR)",27-Jan-25,AVTR, $22.33 ,-50.00, -   , -   ,140,2026.3,-50.00," $(1,116.50)",140.00," $2,139.80 ", $15.28 , $14.47 , $113.50 , -   
Elastic NV (XNYS:ESTC),27-Jan-25,ESTC, $106.11 ,10.00, 10.00 ," 1,061.10 ",27,2776.75,0.00, $-   ,27.00," $2,320.58 ", $85.95 , $102.84 , $(456.17), -   
ONTO INNOVATION INC. (XNYS:ONTO),27-Jan-25,ONTO, $184.33 ,6.00, 6.00 ," 1,105.98 ",6,1105.98,0.00, $-   ,6.00, $933.81 , $155.64 , $184.33 , $(172.17), -   
"UIPATH, INC. (XNYS:PATH)",27-Jan-25,PATH, $13.86 ,50.00, 50.00 , 693.00 ,157,2144.77,0.00, $-   ,157.00," $1,989.91 ", $12.67 , $13.66 , $(154.86), -   
"Taiwan Semiconductor Manufacturing Co., Ltd. (XNYS:TSM)",27-Jan-25,TSM, $189.37 ,8.00, 8.00 ," 1,514.96 ",45,7503.48,0.00, $-   ,44.00," $7,951.28 ", $180.71 , $166.74 , $614.54 , 1.00 
"ADVANCED MICRO DEVICES, INC. (XNAS:AMD)",28-Jan-25,AMD, $114.76 ,13.00, 13.00 ," 1,491.88 ",41,5552.84,0.00, $-   ,23.00," $3,203.42 ", $139.28 , $135.44 , $88.41 , 18.00 
ON SEMICONDUCTOR CORPORATION (XNAS:ON),28-Jan-25,ON, $54.43 ,30.00, 30.00 ," 1,632.90 ",318,18643.53,0.00, $-   ,283.00," $15,700.74 ", $55.48 , $58.63 , $(890.83), 35.00 
Alibaba Group Holding Limited (XNYS:BABA),28-Jan-25,BABA, $95.63 ,15.00, 15.00 ," 1,434.45 ",128,12533.52,0.00, $-   ,128.00," $17,148.42 ", $133.97 , $97.92 ," $4,614.90 ", -   
TWILIO INC. (XNYS:TWLO),28-Jan-25,TWLO, $146.67 ,4.00, 4.00 , 586.68 ,64,7733.89,0.00, $-   ,56.00," $6,378.05 ", $113.89 , $120.84 , $(389.10), 8.00 
Elastic NV (XNYS:ESTC),28-Jan-25,ESTC, $116.87 ,5.00, 5.00 , 584.35 ,27,2776.75,0.00, $-   ,27.00," $2,320.58 ", $85.95 , $102.84 , $(456.17), -   
"ALPHA TEKNOVA, INC. (XNAS:TKNO)",28-Jan-25,TKNO, $9.52 ,83.03, 83.03 , 790.42 ,2166.026799,13370.91513,0.00, $-   ,2083.00," $11,153.28 ", $5.35 , $6.17 ," $(1,705.11)", 83.03 
Nokia Oyj (XNYS:NOK),31-Jan-25,NOK, $4.66 ,120.00, 120.00 , 559.20 ,455,2449.7,0.00, $-   ,320.00," $1,660.80 ", $5.19 , $5.38 , $(62.07), 135.00 
AMERICAN SUPERCONDUCTOR CORPORATION (XNAS:AMSC),31-Jan-25,AMSC, $27.84 ,-70.00, -   , -   ,595.4,17321.35,-70.00," $(1,948.80)",535.00," $14,777.29 ", $27.62 , $29.09 , $(786.91), 60.40 
TWILIO INC. (XNYS:TWLO),31-Jan-25,TWLO, $150.36 ,3.00, 3.00 , 451.08 ,64,7733.89,0.00, $-   ,56.00," $6,378.05 ", $113.89 , $120.84 , $(389.10), 8.00 
Nokia Oyj (XNYS:NOK),31-Jan-25,NOK, $4.68 ,100.00, 100.00 , 468.00 ,455,2449.7,0.00, $-   ,320.00," $1,660.80 ", $5.19 , $5.38 , $(62.07), 135.00 
"THE GAP, INC. (XNYS:GAP)",31-Jan-25,GAP, $24.71 ,10.00, 10.00 , 247.10 ,166,3889.42,0.00, $-   ,166.00," $3,423.32 ", $20.62 , $23.43 , $(466.10), -   
"NEURONETICS, INC. (XNAS:STIM)",3-Feb-25,STIM, $3.18 ,200.00, 200.00 , 636.00 ,7036.45,19162.26,0.00, $-   ,5936.45," $17,631.99 ", $2.97 , $2.72 ," $1,465.34 "," 1,100.00 "
